id,question,choices,prompt,response,ground_truth,correct,response_time
7-839,A canyon is created by a strong force such as,"['water dripping', 'thunder rusting', 'lightening striking', 'rapids crashing']","Question: A canyon is created by a strong force such as
Choices:
A: water dripping
B: thunder rusting
C: lightening striking
D: rapids crashing
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to EL",D,False,25.748313
289,A jellyfish's abilities exclude,"['sting', 'poison', 'sense light', 'move']","Question: A jellyfish's abilities exclude
Choices:
A: sting
B: poison
C: sense light
D: move
Which option (A, B, C, or D) is correct?

Answer:",A jellyfish's abilities exclude,C,False,25.098227
8-490,In order to grow a rosebush needs a specific,"['gardener', 'house', 'climate', 'fertilizer']","Question: In order to grow a rosebush needs a specific
Choices:
A: gardener
B: house
C: climate
D: fertilizer
Which option (A, B, C, or D) is correct?

Answer:","D is correct.

The rosebush",C,False,25.132666
9-198,From which distance will an object look the biggest?,"['4 feet', '30 feet', '1 kilometer', '1 mile']","Question: From which distance will an object look the biggest?
Choices:
A: 4 feet
B: 30 feet
C: 1 kilometer
D: 1 mile
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: I think you",A,True,25.428772
140,Which does not support living things and is not a home to living things?,"['carpet', 'field', 'forest', 'grassland']","Question: Which does not support living things and is not a home to living things?
Choices:
A: carpet
B: field
C: forest
D: grassland
Which option (A, B, C, or D) is correct?

Answer:","D

Answer: D is correct",A,False,25.26858
7-1059,The Grand Canyon became so deep and large because,"['water sources are there', 'rivers are around it', 'water is really strong', 'rushing water eroded it']","Question: The Grand Canyon became so deep and large because
Choices:
A: water sources are there
B: rivers are around it
C: water is really strong
D: rushing water eroded it
Which option (A, B, C, or D) is correct?

Answer:",The Grand Canyon became so deep and large,D,False,25.822239
9-267,Heat can can cause matter to,"['shift phases', 'become intelligent', 'multiply', 'disappear']","Question: Heat can can cause matter to
Choices:
A: shift phases
B: become intelligent
C: multiply
D: disappear
Which option (A, B, C, or D) is correct?

Answer:","D

Comment: This is not",A,False,24.815107
9-453,A chipmunk that gathers many different items can often store what for later usage and help with plant dispersal.,"['hair balls', 'water', 'small leaves', 'uneaten pits']","Question: A chipmunk that gathers many different items can often store what for later usage and help with plant dispersal.
Choices:
A: hair balls
B: water
C: small leaves
D: uneaten pits
Which option (A, B, C, or D) is correct?

Answer:","D is correct.

The chipmunk",D,True,26.763727
9-1005,A young boy decides that he likes dogs better than he likes cats. A reason for this may be that,"['his dogs are cats', 'his parents only have dogs', 'his parents hate dogs', 'his parents are cats']","Question: A young boy decides that he likes dogs better than he likes cats. A reason for this may be that
Choices:
A: his dogs are cats
B: his parents only have dogs
C: his parents hate dogs
D: his parents are cats
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to EL",B,False,27.494161
8-364,A girl is turning sixteen and is experiencing changes to her breasts and other areas as she matures. These changes as she enters adulthood signify,"['procreative adjustments', 'cohesive ability', 'coherent reduction', 'reductive properties']","Question: A girl is turning sixteen and is experiencing changes to her breasts and other areas as she matures. These changes as she enters adulthood signify
Choices:
A: procreative adjustments
B: cohesive ability
C: coherent reduction
D: reductive properties
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The correct",A,False,27.011166
9-371,"When you heat liquids, what happens to it's ability to break down solids?","['nothing significant', 'it enhances it', 'it lessens it', 'it stops']","Question: When you heat liquids, what happens to it's ability to break down solids?
Choices:
A: nothing significant
B: it enhances it
C: it lessens it
D: it stops
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is B.

The ability",B,False,26.127847
668,If you wanted to be outside in the daylight for the longest period when would be worst?,"['June', 'January', 'April', 'August']","Question: If you wanted to be outside in the daylight for the longest period when would be worst?
Choices:
A: June
B: January
C: April
D: August
Which option (A, B, C, or D) is correct?

Answer:","\begin{blockquote}

 D",B,False,25.867182
1593,A rock may be used as a shelter by a,"['chicken', 'spider', 'giant squid', 'deer']","Question: A rock may be used as a shelter by a
Choices:
A: chicken
B: spider
C: giant squid
D: deer
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to the",B,False,25.451593
7-866,What season includes the last month of the year in the southern hemisphere?,"['winter', 'summer', 'spring', 'fall']","Question: What season includes the last month of the year in the southern hemisphere?
Choices:
A: winter
B: summer
C: spring
D: fall
Which option (A, B, C, or D) is correct?

Answer:","D

Comment: I'm",B,False,25.412583
1645,Absorbing sunlight,"['leaves objects too frosty to handle', 'makes car hoods cool to the touch', 'leaves surfaces and objects unaffected', 'makes the asphalt scorching to bare feet']","Question: Absorbing sunlight
Choices:
A: leaves objects too frosty to handle
B: makes car hoods cool to the touch
C: leaves surfaces and objects unaffected
D: makes the asphalt scorching to bare feet
Which option (A, B, C, or D) is correct?

Answer:","D is correct.

The sunlight is",D,True,26.52751
9-455,An anemometer would get a work out on a,"['still afternoon', 'cloudy day', 'rainy day', 'blustery day']","Question: An anemometer would get a work out on a
Choices:
A: still afternoon
B: cloudy day
C: rainy day
D: blustery day
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The an",D,False,25.680494
660,What heavenly object is closer to the planet where the TV was invented?,"['Jupiter', 'Moon', 'Sun', 'Saturn']","Question: What heavenly object is closer to the planet where the TV was invented?
Choices:
A: Jupiter
B: Moon
C: Sun
D: Saturn
Which option (A, B, C, or D) is correct?

Answer:","D

Comment: I'm",B,False,25.104805
9-559,"A litter of healthy cubs are born to a lioness, and eventually one of the cubs has a cut on its paw. It is reasonable to assume","['the lioness has a cut paw', 'the cut paw was inherited', 'all cubs will have cut paws', 'the cut paw was acquired']","Question: A litter of healthy cubs are born to a lioness, and eventually one of the cubs has a cut on its paw. It is reasonable to assume
Choices:
A: the lioness has a cut paw
B: the cut paw was inherited
C: all cubs will have cut paws
D: the cut paw was acquired
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is B.

The l",D,False,28.177866
1407,careless handling of chemicals can lead to one of the following,"['Chemical splashing accidents', 'chemical composition making', 'chemical modifications accidents', 'chemical formation making']","Question: careless handling of chemicals can lead to one of the following
Choices:
A: Chemical splashing accidents
B: chemical composition making
C: chemical modifications accidents
D: chemical formation making
Which option (A, B, C, or D) is correct?

Answer:","A, B, C, D

The",A,True,25.904423
9-919,Which is a function of the skeletal system?,"['Digestion', 'Breathing', 'Thinking', 'Chewing']","Question: Which is a function of the skeletal system?
Choices:
A: Digestion
B: Breathing
C: Thinking
D: Chewing
Which option (A, B, C, or D) is correct?

Answer:","A

B

C",D,False,25.430247
364,What season is December in the southern hemisphere?,"['when snow starts to fall', 'when the weather gets hot and dry', 'when the flowers start to bloom', 'when the trees change colors']","Question: What season is December in the southern hemisphere?
Choices:
A: when snow starts to fall
B: when the weather gets hot and dry
C: when the flowers start to bloom
D: when the trees change colors
Which option (A, B, C, or D) is correct?

Answer:","\begin{blockquote}

 A",B,False,26.369714
7-276,If someone is allergic to sunlight then the place they need to avoid is,"['libraries', 'gazebo', 'buildings', 'underwater']","Question: If someone is allergic to sunlight then the place they need to avoid is
Choices:
A: libraries
B: gazebo
C: buildings
D: underwater
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to EL",B,False,25.529869
1732,"After spring ends, the next time it will be spring is","['next month', 'next decade', 'next week', 'next year']","Question: After spring ends, the next time it will be spring is
Choices:
A: next month
B: next decade
C: next week
D: next year
Which option (A, B, C, or D) is correct?

Answer:","The answer is D.

The next time",D,False,25.361703
